기준_년분기_코드,행정동_코드,행정동,당월_매출_금액,행정동_코드_명_y,점포_수,개업_점포_수,폐업_점포_수,개업_률,폐업_률,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,운영_영업_개월_차이,폐업_영업_개월_차이,월_평균_소득_금액,음식_지출_총금액,의료비_지출_총금액,교육_지출_총금액,아파트_단지_수,아파트_평균_시가,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,집객시설_수,총_상주인구_수,행정동코드,총인구수_합,1인가구수_합,1인_가구비,20_30_인구비,31_50_인구비,51_75_인구비,행정동_명,업소수,전분기대비_유지율,전분기대비_증감업소수,총_유동인구_수,점포수_대비_매출액,유동인구_10_30대,유동인구_40_이상,총_직장인구_수,착한가격_업소수_비중
20241,11305534,삼양동,2485579260,삼양동,96,7,3,0.07,0.03,HH,정체,109,52,6,0,2473211,96299000,251779000,46261000,389,154930571,5351791,5791637,1720695,1323981,1336952,1698903,1824907,3237988,65.0,26.0,0.0,4.0,12.0,23.0,25.0,27.0,165,22402,1109069.0,24741.0,3762.0,0.1520552928337577,0.2354391495897498,0.3895962168061113,0.3749646336041389,삼양동,1.0,1.0,0.0,11143428,25891450,4381628,6761798,91.0,0.01
20241,11305535,미아동,9605639979,미아동,247,9,16,0.04,0.06,LL,다이나믹,98,47,-5,-5,2318870,456151000,551430000,26689000,445,135422312,3698660,4244523,806514,1380763,1048485,1073286,1374086,2260047,2324.0,1689.0,0.0,289.0,706.0,1241.0,1212.0,565.0,144,20841,1109070.0,20055.0,5116.0,0.2550984791822488,0.2654699576165544,0.3579157317377213,0.3766143106457242,미아동,3.0,1.0,0.0,7943183,38889230,3235762,4707419,4013.0,0.012
20241,11305545,송중동,19947592387,송중동,353,25,27,0.07,0.08,LL,다이나믹,92,48,-11,-4,2555447,899169000,731036000,70726000,518,173873411,5651159,6881491,1837141,1695234,1685726,1942281,2052539,3319730,450.0,468.0,0.0,50.0,139.0,298.0,264.0,167.0,212,28576,1109071.0,26537.0,5426.0,0.2044692316388438,0.2459961563100576,0.3548630214417606,0.3991408222481817,송중동,4.0,1.0,1.0,12532650,56508760,5218101,7314550,918.0,0.011
20241,11305555,송천동,8477318625,송천동,282,15,11,0.05,0.04,HL,상권축소,115,50,12,-2,2444557,411463000,304970000,86360000,374,191442343,5853622,6723323,2050755,1343982,1527537,1923736,2139612,3591323,246.0,191.0,0.0,3.0,40.0,75.0,139.0,180.0,164,24748,1109072.0,25613.0,5341.0,0.2085269199234763,0.2348026392847382,0.3631749502205911,0.4020224104946707,,0.0,0.0,0.0,12576945,30061413,4922274,7654671,437.0,0.0
20241,11305575,삼각산동,2574337717,삼각산동,99,5,6,0.05,0.06,LL,다이나믹,82,49,-21,-3,3734477,193288000,113653000,116554000,132,526437193,1431574,1687381,789353,263459,340413,557257,488827,679646,146.0,123.0,0.0,48.0,74.0,92.0,38.0,17.0,114,30604,1109073.0,24523.0,2293.0,0.0935040574154875,0.2124943930187987,0.4873384169962892,0.3001671899849121,,0.0,0.0,0.0,3118955,26003411,1393225,1725730,269.0,0.0
20241,11305595,번1동,13448435839,번1동,243,11,12,0.05,0.05,LL,다이나믹,103,45,0,-7,2303972,563271000,725019000,58650000,202,128086833,3377593,3783011,798123,1279261,1018449,1084420,1173936,1806414,1098.0,663.0,0.0,177.0,360.0,344.0,496.0,384.0,136,17358,1109060.0,17317.0,5090.0,0.2939308194259976,0.272795518854305,0.3735058035456488,0.3536986776000462,,0.0,0.0,0.0,7160604,55343357,3095833,4064770,1761.0,0.0
20241,11305603,번2동,1198633328,번2동,45,0,1,0.0,0.02,HH,정체,108,52,5,0,2308539,34338000,41979000,12323000,501,101304348,1383436,1598312,416372,370095,354116,422666,479083,939416,503.0,560.0,0.0,129.0,127.0,306.0,342.0,159.0,110,14866,1109061.0,15467.0,2626.0,0.1697808236891446,0.2304907221827115,0.3667808883429236,0.4027283894743648,번2동,1.0,1.0,1.0,2981748,26636296,1140583,1841165,1063.0,0.022
20241,11305608,번3동,2520925756,번3동,61,2,3,0.03,0.05,HL,상권축소,111,49,8,-3,2548326,139314000,40456000,21514000,90,229654462,1558320,1864362,534502,336352,375826,503792,545029,1127183,281.0,230.0,0.0,52.0,83.0,125.0,148.0,103.0,95,16356,1109062.0,17342.0,2807.0,0.1618613770038058,0.1925383462115096,0.3558413101141737,0.4516203436743167,,0.0,0.0,0.0,3422682,41326651,1246680,2176004,511.0,0.0
20241,11305615,수유1동,6471337260,수유1동,190,7,7,0.04,0.04,HL,상권축소,115,49,12,-3,2220463,275396000,149131000,12138000,472,125457938,2972747,3446018,854526,914138,839463,897376,1069769,1843494,390.0,480.0,0.0,47.0,138.0,255.0,294.0,136.0,153,19842,1109063.0,19060.0,4078.0,0.2139559286463798,0.2505771248688352,0.3551416579223505,0.3942812172088142,,0.0,0.0,0.0,6418765,34059669,2608127,3810639,870.0,0.0
20241,11305625,수유2동,5846436072,수유2동,134,12,6,0.09,0.04,LL,다이나믹,101,49,-2,-3,2577008,229831000,75616000,23526000,382,139567075,2490615,3027885,777787,707991,665968,826184,901883,1638689,668.0,545.0,0.0,10.0,32.0,246.0,393.0,532.0,85,20502,1109064.0,18589.0,2766.0,0.1487976760449728,0.2286298348485663,0.3565549518532465,0.4148152132981871,수유2동,2.0,1.0,0.0,5518500,43630119,2151746,3366756,1213.0,0.015
20241,11305635,수유3동,27091551540,수유3동,529,25,23,0.05,0.04,LL,다이나믹,92,45,-11,-7,2205999,1433667000,603717000,37228000,389,125310129,4958196,5619815,1138818,2185962,1552029,1537779,1662923,2500501,1325.0,1253.0,0.0,200.0,650.0,702.0,721.0,305.0,158,22988,1109065.0,20558.0,5750.0,0.2796964685280669,0.2788695398385057,0.3436618348088335,0.3774686253526608,수유3동,3.0,0.75,-1.0,10578011,51212762,4876809,5701203,2578.0,0.006
20241,11305645,우이동,11800961557,우이동,228,6,5,0.03,0.02,LL,다이나믹,102,50,-1,-2,2457144,491428000,58509000,8415000,545,144599549,1844500,2328711,600549,566419,546889,615607,670559,1173187,825.0,475.0,0.0,28.0,71.0,181.0,335.0,685.0,132,19766,1109074.0,18131.0,2858.0,0.1576305774640119,0.2314268380122442,0.345485632342397,0.4230875296453588,우이동,1.0,1.0,0.0,4173211,51758603,1713857,2459353,1300.0,0.004
20241,11305660,인수동,4338299971,인수동,160,4,3,0.02,0.02,HL,상권축소,105,48,2,-4,2359990,199702000,83029000,29663000,770,133012223,3728451,4371170,1247834,977344,1031953,1192871,1291479,2358139,1334.0,868.0,0.0,166.0,434.0,598.0,681.0,323.0,175,29069,1109075.0,27542.0,4519.0,0.1640766828843221,0.2331711567787379,0.3552029627478033,0.4116258804734587,인수동,5.0,1.0,1.0,8099621,27114374,3257131,4842489,2202.0,0.031
20241,11320511,창1동,5972454628,창1동,140,9,1,0.06,0.01,LL,다이나믹,99,50,-4,-2,3038009,342626000,262681000,41634000,171,259467213,1731568,1958109,498643,470456,542635,549599,617660,1010682,363.0,444.0,0.0,107.0,164.0,221.0,226.0,89.0,94,23774,1110059.0,21903.0,3452.0,0.1576039811897913,0.2345797379354426,0.388896498196594,0.3765237638679632,창제1동,1.0,1.0,0.0,3689677,42660390,1511734,2177941,807.0,0.007
20241,11320512,창2동,3497703726,창2동,121,9,3,0.07,0.02,HL,상권축소,104,50,1,-2,2551630,213149000,338024000,40630000,456,155108707,4887310,5528724,1617692,1389205,1494077,1616467,1594218,2704376,503.0,348.0,0.0,92.0,198.0,243.0,208.0,110.0,95,28172,1110060.0,25124.0,3304.0,0.1315077217003661,0.2677519503263811,0.3915379716605636,0.3407100780130552,창제2동,6.0,1.0,1.0,10416034,28906642,4500974,5915061,851.0,0.05
20241,11320513,창3동,4215382318,창3동,115,3,5,0.03,0.04,HL,상권축소,112,51,9,-1,2229423,148935000,57236000,10411000,179,134179521,1907902,2110301,599183,464422,437774,622626,730901,1163299,295.0,234.0,0.0,9.0,101.0,227.0,170.0,22.0,66,13163,1110061.0,12943.0,2340.0,0.1807927064822684,0.2344124237039326,0.3900177702232867,0.3755698060727807,창제3동,2.0,1.0,1.0,4018203,36655498,1501379,2516826,529.0,0.017
20241,11320514,창4동,8011996400,창4동,147,11,6,0.07,0.04,LH,상권확장,102,52,-1,0,3547959,382013000,94622000,96608000,100,445354697,1710402,1957280,612757,437381,473072,544714,634837,964922,913.0,539.0,0.0,156.0,276.0,355.0,401.0,264.0,130,26168,1110062.0,24498.0,2546.0,0.1039268511715242,0.2378153318638256,0.418034125234713,0.3441505429014613,창제4동,2.0,1.0,1.0,3667682,54503376,1523210,2144473,1452.0,0.014
20241,11320515,창5동,9220847018,창5동,193,11,5,0.06,0.03,LL,다이나믹,87,49,-16,-3,3298026,441205000,510531000,242517000,223,240547350,1929777,2334085,678202,541171,608372,616520,695087,1124511,2648.0,1528.0,0.0,477.0,933.0,1026.0,895.0,845.0,119,23884,1110063.0,22266.0,2497.0,0.1121440761699452,0.2592742297673583,0.3729902092877032,0.3677355609449385,창제5동,4.0,1.0,0.0,4263862,47776409,1827745,2436118,4176.0,0.021
20241,11320521,도봉1동,11102044956,도봉1동,280,13,11,0.05,0.04,HL,상권축소,113,51,10,-1,2275377,481427000,46070000,10147000,420,107137629,1774866,1850906,407131,355605,408412,484567,622516,1347541,908.0,362.0,0.0,2.0,94.0,323.0,508.0,343.0,122,20030,1110064.0,20091.0,3790.0,0.1886416803543875,0.2163655368075257,0.326912547907023,0.4567219152854512,도봉제1동,4.0,1.0,0.0,3625772,39650160,1171148,2454624,1270.0,0.014
20241,11320522,도봉2동,3682947219,도봉2동,130,5,3,0.04,0.02,HL,상권축소,107,48,4,-4,2811820,191115000,74721000,40349000,125,251620881,1613793,1790348,506139,343526,441671,491399,551184,1070222,390.0,218.0,0.0,22.0,66.0,106.0,157.0,257.0,127,25990,1110065.0,24471.0,3081.0,0.1259041314208655,0.2218135752523395,0.3488619181888766,0.4293245065587838,도봉제2동,4.0,1.0,0.0,3404141,28330363,1291336,2112805,608.0,0.031
20241,11320660,쌍문1동,1812150571,쌍문1동,95,4,3,0.04,0.03,HL,상권축소,105,51,2,-1,2440535,149563000,64501000,39155000,382,142247864,2292513,2855768,894616,716270,614891,722306,793887,1406313,315.0,335.0,0.0,53.0,100.0,188.0,203.0,106.0,126,20484,1110051.0,18861.0,2632.0,0.1395472138274746,0.2687026138592863,0.3590477705317851,0.3722496156089285,쌍문제1동,1.0,0.5,-1.0,5148281,19075269,2225777,2922506,650.0,0.011
20241,11320670,쌍문2동,5811390618,쌍문2동,177,6,7,0.03,0.04,LL,다이나믹,99,50,-4,-2,2430154,407114000,201225000,64853000,291,136819848,2089232,2450556,713920,536325,632059,653006,745558,1258920,486.0,352.0,0.0,77.0,142.0,209.0,260.0,150.0,87,17905,1110052.0,17804.0,2943.0,0.1652999325994158,0.2515726802965625,0.3612671309818018,0.3871601887216356,쌍문제2동,1.0,1.0,0.0,4539788,32832715,1882304,2657484,838.0,0.006
20241,11320680,쌍문3동,5992058825,쌍문3동,131,12,8,0.09,0.06,HL,상권축소,109,51,6,-1,2438072,320971000,183593000,13074000,240,148931274,2434169,3015410,851541,744384,766661,789967,844448,1452577,401.0,485.0,0.0,194.0,207.0,227.0,215.0,43.0,78,16449,1110053.0,15188.0,3150.0,0.2074005794047932,0.2765341058730576,0.3591651303660785,0.3643007637608638,쌍문제3동,5.0,1.0,0.0,5449579,45740907,2362586,3086992,886.0,0.038
20241,11320681,쌍문4동,2012958136,쌍문4동,33,2,1,0.06,0.03,LL,다이나믹,101,51,-2,-1,2968285,74289000,52589000,105946000,113,226052436,1159118,1372785,533008,245592,293017,379761,400621,679904,92.0,83.0,0.0,16.0,40.0,52.0,47.0,20.0,64,18061,1110054.0,17723.0,1605.0,0.0905602888901427,0.2310556903458782,0.3748800993059866,0.3940642103481352,쌍문제4동,2.0,0.6666666666666666,-1.0,2531903,60998731,1071617,1460286,175.0,0.061
20241,11320690,방학1동,12110546930,방학1동,335,9,18,0.03,0.05,LL,다이나믹,99,47,-4,-5,2895702,568959000,312070000,90083000,286,194926966,3105178,3468492,923161,737751,822200,998161,1202132,1890265,3502.0,2516.0,0.0,594.0,1337.0,1482.0,1810.0,795.0,148,27745,1110055.0,27693.0,4302.0,0.1553461163470913,0.2297331455602498,0.3527245152204528,0.4175423392192973,방학제1동,8.0,1.0,-1.0,6573670,36150886,2483112,4090558,6018.0,0.024
20241,11320700,방학2동,3556775237,방학2동,133,14,8,0.11,0.06,LL,다이나믹,99,48,-4,-4,2099146,141972000,122907000,22856000,403,115891080,1488345,1627084,395930,305971,344109,441352,558738,1069328,192.0,228.0,0.0,5.0,94.0,106.0,94.0,121.0,64,18535,1110056.0,18098.0,3263.0,0.180296165322135,0.2319593325229307,0.3870040888495966,0.3810365786274726,방학제2동,7.0,0.8571428571428571,0.0,3115429,26742670,1046010,2069418,420.0,0.053
20241,11320710,방학3동,4248861957,방학3동,65,0,0,0.0,0.0,LH,상권확장,99,52,-4,0,2962092,239806000,101004000,52278000,131,252092055,1583828,1846319,703324,305027,372801,502383,525734,1020878,556.0,367.0,0.0,160.0,211.0,217.0,213.0,122.0,112,26077,1110057.0,24439.0,1807.0,0.0739391955480993,0.2313515282949384,0.3935512909693522,0.3750971807357093,방학제3동,2.0,1.0,0.0,3430147,65367107,1381152,2048995,923.0,0.031
20241,11350560,월계1동,9094392598,월계1동,230,14,16,0.06,0.07,LL,다이나믹,103,52,0,0,2777397,708127000,223646000,50228000,293,174087257,2389463,2235110,765524,1011723,568920,646588,592585,1039236,497.0,422.0,0.0,148.0,220.0,238.0,180.0,133.0,159,20526,1111051.0,20556.0,3740.0,0.181942012064604,0.2902315625608095,0.3249172990854251,0.3848511383537653,월계1동,5.0,1.0,0.0,4624573,39540837,2346167,2278409,919.0,0.022
20241,11350570,월계2동,761950347,월계2동,62,4,3,0.06,0.05,LL,다이나믹,92,50,-11,-2,2728093,121122000,66314000,158039000,134,314200953,1703648,2060569,708382,421430,436939,580789,565060,1051619,10.0,11.0,0.0,2.0,5.0,6.0,6.0,2.0,136,25485,1111052.0,23015.0,3638.0,0.1580708233760591,0.229719747990441,0.3807516836845535,0.3895285683250054,월계2동,1.0,1.0,1.0,3764217,12289521,1566751,2197468,21.0,0.016
20241,11350580,월계3동,2916286608,월계3동,81,0,2,0.0,0.02,LH,상권확장,99,55,-4,3,3110675,197040000,64467000,59902000,106,403325496,1200092,1423876,447658,280103,366734,407134,394631,727705,33.0,30.0,0.0,6.0,12.0,18.0,18.0,9.0,135,28721,1111053.0,28334.0,3850.0,0.1358791557845697,0.2433472153596386,0.3896025975859392,0.3670501870544222,월계3동,2.0,1.0,2.0,2623968,36003538,1094495,1529470,63.0,0.025
20241,11350595,공릉1동,19436414058,공릉1동,416,31,11,0.07,0.03,LH,상권확장,97,52,-6,0,2786137,1208766000,905082000,85574000,376,179781904,5191146,5910120,1697269,2019459,1522037,1625051,1572532,2664919,8203.0,6983.0,0.0,1619.0,2325.0,3307.0,4196.0,3739.0,211,35959,1111079.0,33060.0,7690.0,0.2326073805202662,0.3049909255898366,0.3448275862068966,0.3501814882032668,공릉1동,4.0,0.5,2.0,11101266,46722149,5238765,5862502,15186.0,0.01
20241,11350600,공릉2동,9946928972,공릉2동,287,22,7,0.08,0.02,LL,다이나믹,87,49,-16,-3,3394877,732432000,244499000,183128000,264,298785366,3941348,4302558,1619190,1543001,1061067,1225555,1117913,1677178,953.0,1109.0,0.0,342.0,519.0,504.0,483.0,214.0,271,41435,1111056.0,37448.0,5479.0,0.146309549241615,0.3191892757957701,0.391369365520188,0.2894413586840418,,0.0,0.0,0.0,8243906,34658289,4223258,4020646,2062.0,0.0
20241,11350611,하계1동,5592581068,하계1동,130,6,7,0.05,0.05,LH,상권확장,101,54,-2,2,3611061,464345000,260969000,102935000,137,319439476,1741953,1992670,655776,536736,390153,544596,630853,976508,276.0,163.0,0.0,50.0,93.0,109.0,127.0,60.0,133,26128,1111058.0,24493.0,3819.0,0.1559221001918915,0.2406401829094027,0.3992161025599151,0.3601437145306822,하계1동,1.0,1.0,1.0,3734623,43019854,1582665,2151957,439.0,0.008
20241,11350612,하계2동,7637613,하계2동,26,1,2,0.04,0.08,HH,정체,109,55,6,3,3625940,37887000,1719000,37172000,68,430000223,1257083,1562482,486488,328247,359701,474072,470566,700488,5847.760869565217,3667.161835748792,19.2512077294686,1694.659420289855,2714.8019323671497,2432.5700483091787,1811.574879227053,842.0652173913044,67,21306,1111059.0,18992.0,1727.0,0.0909330244313395,0.2354149115417017,0.465564448188711,0.2990206402695872,하계2동,1.0,1.0,0.0,2819565,293754,1174436,1645126,9514.92270531401,0.038
20241,11350619,중계본동,5643042344,중계본동,129,6,2,0.05,0.02,LL,다이나믹,92,50,-11,-2,4197248,286929000,181874000,673055000,190,302852523,1902238,2220196,1351148,393275,278986,750892,676246,671887,308.0,334.0,0.0,67.0,131.0,162.0,194.0,88.0,95,23040,1111060.0,20355.0,1461.0,0.0717759764185703,0.206632277081798,0.5059690493736183,0.2873986735445836,중계본동,1.0,1.0,1.0,4122434,43744514,2023409,2099025,642.0,0.008
20241,11350621,중계1동,1310539951,중계1동,90,1,3,0.01,0.03,LL,다이나믹,96,51,-7,-1,4623227,278382000,138240000,624129000,79,588563712,1748874,2071143,1236209,365125,291880,670075,587583,669147,591.0,482.0,0.0,141.0,235.0,322.0,269.0,106.0,85,26318,1111061.0,19496.0,1422.0,0.0729380385720147,0.1863459171112023,0.5575502667213788,0.2561038161674189,중계1동,1.0,1.0,1.0,3820017,14561555,1893214,1926805,1073.0,0.011
20241,11350624,중계4동,12777667451,중계4동,185,10,13,0.05,0.07,LL,다이나믹,92,48,-11,-4,3196660,631861000,306493000,77633000,73,296200668,1378594,1613254,558008,333259,284864,430992,513210,871515,565.0,458.0,0.0,96.0,210.0,241.0,274.0,202.0,81,19114,1111064.0,18853.0,2583.0,0.13700737283191,0.2209727894764759,0.4326632366201665,0.3463639739033575,중계4동,1.0,1.0,1.0,2991848,69068472,1176131,1815717,1023.0,0.005
20241,11350625,중계2·3동,4310586428,중계2?3동,123,7,6,0.06,0.05,LH,상권확장,97,53,-6,1,2936682,349016000,204689000,92859000,90,319511608,1912170,2382548,826963,462741,521361,702926,678039,1102687,562.0,449.0,0.0,136.0,262.0,258.0,258.0,97.0,142,32502,1111078.0,31773.0,4672.0,0.1470430868976804,0.2224844994177446,0.4085544330091587,0.3689610675730966,중계2.3동,1.0,1.0,0.0,4294718,35045418,1811065,2483652,1011.0,0.008
20241,11350630,상계1동,16054348846,상계1동,255,12,10,0.05,0.04,LL,다이나믹,102,50,-1,-2,3030316,1156744000,279361000,90506000,299,227647807,3513692,4035008,1240399,799118,912714,1096182,1241209,2259077,2169.0,1260.0,0.0,398.0,714.0,820.0,873.0,624.0,190,36834,1111065.0,36001.0,4012.0,0.1114413488514207,0.2452709646954251,0.3798227827004805,0.3749062526040943,,0.0,0.0,0.0,7548700,62958230,2952231,4596468,3429.0,0.0
20241,11350640,상계2동,28697000159,상계2동,546,19,19,0.03,0.03,LL,다이나믹,95,47,-8,-5,3122902,1841282000,728562000,129708000,160,214606401,4854806,5805088,1662479,1667120,1357326,1507127,1784617,2681228,792.0,819.0,0.0,175.0,269.0,426.0,429.0,312.0,182,19105,1111066.0,18671.0,2732.0,0.1463231749772374,0.2607787477906914,0.376198382518344,0.3630228696909646,상계2동,3.0,1.0,1.0,10659894,52558608,4686925,5972972,1611.0,0.005
20241,11350665,상계3·4동,3356142683,상계3?4동,137,6,6,0.04,0.04,LL,다이나믹,103,50,0,-2,2644186,111503000,49881000,25046000,255,197056774,3978425,4582833,1247964,883892,931800,1292674,1552559,2652368,316.0,103.0,0.0,7.0,18.0,115.0,179.0,100.0,107,27489,1111076.0,20676.0,3563.0,0.1723254014316115,0.2350551363900174,0.3612400851228477,0.4037047784871348,상계3.4동,2.0,1.0,2.0,8561258,24497391,3063656,5497601,419.0,0.015
20241,11350670,상계5동,4186116536,상계5동,213,11,11,0.05,0.05,LL,다이나믹,100,48,-3,-4,2481440,204794000,46113000,42220000,238,146806589,2923894,3545335,979496,751796,728941,895190,1113013,2000796,436.0,430.0,0.0,5.0,39.0,150.0,247.0,425.0,105,22979,1111069.0,18972.0,3297.0,0.1737824161922833,0.2361374657389837,0.3628505165507063,0.4010120177103099,상계5동,4.0,0.5,2.0,6469229,19653129,2460233,4008999,866.0,0.019
20241,11350695,상계6·7동,16124191200,상계6?7동,237,13,9,0.05,0.04,LL,다이나믹,99,51,-4,-1,3152836,653734000,2437417000,357524000,153,391339869,2816335,3675411,1111889,896314,937790,993517,1060380,1491855,3192.0,4017.0,0.0,1013.0,1698.0,1857.0,1839.0,802.0,253,31400,1111077.0,27793.0,4131.0,0.1486345482675493,0.2648508617277731,0.4294966358435577,0.3056525024286691,상계6.7동,2.0,0.5,0.0,6491746,68034562,2945993,3545752,7209.0,0.008
20241,11350700,상계8동,1983173029,상계8동,42,2,1,0.05,0.02,HH,정체,107,53,4,1,3153561,92047000,92190000,99918000,73,334857306,450872,562103,221028,97577,179880,162055,138562,213873,276.0,250.0,0.0,73.0,153.0,129.0,119.0,52.0,92,21848,1111072.0,18286.0,2104.0,0.1150607021765284,0.2974406649896095,0.4438368150497648,0.2587225199606256,상계8동,2.0,1.0,0.0,1012975,47218405,498485,514490,526.0,0.048
20241,11350710,상계9동,2540940500,상계9동,47,3,1,0.06,0.02,HH,정체,111,54,8,2,2955988,123636000,135594000,71174000,71,354541080,825640,1052887,392104,197626,266362,267789,276998,477649,582.0,343.0,0.0,117.0,233.0,232.0,261.0,82.0,78,19664,1111073.0,18290.0,2093.0,0.1144341170038272,0.2460360852925095,0.4313832695462001,0.3225806451612903,상계9동,3.0,1.0,2.0,1878527,54062563,856092,1022436,925.0,0.064
20241,11350720,상계10동,731462966,상계10동,28,3,1,0.11,0.04,LL,다이나믹,92,49,-11,-3,3132098,49415000,38965000,30338000,52,427110577,875613,1105227,326284,271830,295736,295726,321779,469487,161.0,225.0,0.0,60.0,82.0,103.0,111.0,30.0,64,18184,1111074.0,15405.0,1836.0,0.1191820837390457,0.28497241155469,0.4128529698149951,0.3021746186303148,,0.0,0.0,0.0,1980840,26123677,893850,1086992,386.0,0.0
20241,11380510,녹번동,12103590545,녹번동,223,16,7,0.07,0.03,LL,다이나믹,94,51,-9,-1,3055864,543067000,251937000,89040000,701,194168619,3022941,3921886,896779,894690,1146428,1117368,1128857,1760703,1129.0,990.0,0.0,230.0,496.0,588.0,572.0,233.0,148,36092,1112051.0,27171.0,4811.0,0.1770637812373486,0.2401089396783335,0.3646902947996025,0.3952007655220639,녹번동,2.0,1.0,0.0,6944827,54276190,2937897,4006928,2119.0,0.009
20241,11380520,불광1동,9184638386,불광1동,195,8,4,0.04,0.02,LH,상권확장,100,54,-3,2,3182963,439229000,710059000,114990000,704,213958560,2294598,2832471,727516,628732,709718,767055,822962,1471085,719.0,968.0,0.0,233.0,406.0,462.0,394.0,192.0,198,37509,1112052.0,33908.0,5268.0,0.1553615665919547,0.2505603397428335,0.390143918839212,0.3592957414179544,불광제1동,4.0,1.0,1.0,5127069,47100709,2065966,3061102,1687.0,0.021
20241,11380530,불광2동,5987721007,불광2동,180,6,4,0.03,0.02,HH,정체,116,53,13,1,2396457,360432000,261435000,53637000,700,142334183,2691252,3156282,786909,789231,825520,823616,963243,1659011,5018.0,5470.0,0.0,421.0,1495.0,1788.0,2315.0,4469.0,113,26600,1112072.0,24782.0,5252.0,0.2119280122669679,0.2468727302074086,0.3583649422968283,0.394762327495763,,0.0,0.0,0.0,5847534,33265116,2401660,3445870,10488.0,0.0
20241,11380551,갈현1동,12517290640,갈현1동,309,19,14,0.06,0.05,LL,다이나믹,96,50,-7,-2,2481200,753706000,289313000,58760000,565,208463816,2872807,3351192,819165,1024763,955872,902253,954014,1567931,910.0,892.0,0.0,301.0,427.0,432.0,414.0,228.0,133,14470,1112055.0,19336.0,3609.0,0.1866466694249069,0.2672217625155151,0.3680699213901531,0.3647083160943318,갈현제1동,5.0,1.0,0.0,6223999,40509031,2799800,3424198,1802.0,0.016
20241,11380552,갈현2동,10111602007,갈현2동,257,15,10,0.06,0.04,LL,다이나믹,96,49,-7,-3,2539257,560640000,158715000,289611000,732,153952135,2762436,3401534,1115939,817450,802676,1027711,952069,1448125,1365.0,1287.0,0.0,240.0,525.0,720.0,726.0,441.0,121,27415,1112056.0,24901.0,3320.0,0.1333279787960322,0.2606722621581462,0.4047227018995221,0.3346050359423316,갈현제2동,1.0,1.0,0.0,6163970,39344754,2736065,3427905,2652.0,0.004
20241,11380560,구산동,1919253930,구산동,118,5,4,0.04,0.03,LL,다이나믹,102,49,-1,-3,2602334,151177000,204091000,109819000,784,151231930,2348844,2988064,974769,648528,667225,817232,842977,1386176,777.0,678.0,0.0,169.0,270.0,323.0,474.0,219.0,127,31429,1112057.0,27207.0,3170.0,0.116514132392399,0.2389458595214466,0.3897158819421472,0.371338258536406,,0.0,0.0,0.0,5336908,16264863,2290522,3046385,1455.0,0.0
20241,11380570,대조동,16350230789,대조동,388,17,17,0.04,0.04,LH,상권확장,101,52,-2,0,2535013,706001000,773080000,84614000,605,149585430,5144193,6534470,1500889,1746008,2073502,1830335,1757582,2770349,744.0,757.0,0.0,145.0,336.0,421.0,365.0,234.0,205,27359,1112058.0,26618.0,6968.0,0.2617777443834999,0.2826658652039973,0.3692238334961304,0.3481103012998722,대조동,4.0,1.0,0.0,11678663,42139770,5320399,6358266,1501.0,0.01
20241,11380580,응암1동,11827253776,응암1동,221,16,11,0.07,0.05,LL,다이나믹,98,51,-5,-1,2726133,500752000,680744000,218026000,472,167372789,2426535,3070343,877420,688951,914096,1002998,797898,1215515,972.0,779.0,0.0,169.0,291.0,418.0,407.0,466.0,133,32659,1112059.0,25793.0,5046.0,0.1956344744698173,0.2584422130035281,0.397472182375063,0.3440856046214089,응암제1동,3.0,1.0,0.0,5496878,53516985,2480467,3016411,1751.0,0.014
20241,11380590,응암2동,1250960969,응암2동,105,8,9,0.08,0.09,LL,다이나믹,80,48,-23,-4,3510245,88090000,69535000,104277000,221,279039358,1854967,2230522,866238,345423,634232,828849,555979,854769,287.0,142.0,0.0,47.0,47.0,109.0,131.0,95.0,91,27329,1112060.0,18707.0,2220.0,0.1186721548083605,0.2243010637729192,0.4369487357673598,0.338750200459721,응암제2동,1.0,1.0,0.0,4085489,11913913,1845893,2239597,429.0,0.01
20241,11380600,응암3동,11476735755,응암3동,305,23,13,0.08,0.04,HL,상권축소,105,50,2,-2,2360910,614372000,259611000,57772000,577,132152795,3902832,4640440,1181908,1119834,1276822,1435861,1301567,2227281,530.0,569.0,0.0,68.0,276.0,346.0,285.0,124.0,138,23429,1112073.0,22200.0,5060.0,0.2279279279279279,0.2486036036036036,0.3663513513513513,0.385045045045045,응암제3동,3.0,1.0,1.0,8543272,37628641,3578564,4964709,1099.0,0.01
