기준_년분기_코드,행정동_코드,행정동,당월_매출_금액,행정동_코드_명_y,점포_수,개업_점포_수,폐업_점포_수,개업_률,폐업_률,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,운영_영업_개월_차이,폐업_영업_개월_차이,월_평균_소득_금액,음식_지출_총금액,의료비_지출_총금액,교육_지출_총금액,아파트_단지_수,아파트_평균_시가,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,집객시설_수,총_상주인구_수,행정동코드,총인구수_합,1인가구수_합,1인_가구비,20_30_인구비,31_50_인구비,51_75_인구비,행정동_명,업소수,전분기대비_유지율,전분기대비_증감업소수,총_유동인구_수,점포수_대비_매출액,유동인구_10_30대,유동인구_40_이상,총_직장인구_수,착한가격_업소수_비중
20242,11560650,신길3동,3744134645,신길3동,108,3,4,0.03,0.04,HH,정체,117,57,12,5,3085442,647272000,682731000,158604000,75,374597267,2846691,3081561,911703,676607,895202,909835,983929,1550976,307.0,55.0,0.0,1.0,42.0,91.0,107.0,121.0,102,15950,1119065.0,15494.0,2820.0,0.1820059377823673,0.208532335097457,0.3631082999870917,0.4283593649154511,신길제3동,6.0,1.0,5.0,5928252,34667913,2483512,3444740,362.0,0.056
20242,11560660,신길4동,1459963952,신길4동,68,2,0,0.03,0.0,HL,상권축소,111,51,6,-1,2717791,213043000,221563000,62662000,87,247336978,1269342,1336467,311308,293447,417330,429336,418229,736160,357.0,358.0,0.0,119.0,170.0,184.0,169.0,73.0,43,10315,1119066.0,12641.0,2359.0,0.1866149829918519,0.2411201645439443,0.3794003638952614,0.3794794715607942,,0.0,0.0,0.0,2605809,21470058,1022085,1583725,715.0,0.0
20242,11560670,신길5동,1851947662,신길5동,49,1,1,0.02,0.02,LH,상권확장,99,53,-6,1,2656511,429299000,229721000,94416000,91,245273564,1483943,1745032,446606,321713,508009,566798,542807,843041,379.0,406.0,0.0,51.0,176.0,276.0,205.0,77.0,66,9947,1119067.0,15517.0,2911.0,0.1876006960108268,0.2174389379390346,0.3917638718824515,0.3907971901785139,신길제5동,3.0,1.0,3.0,3228975,37794850,1276328,1952646,785.0,0.061
20242,11560680,신길6동,9390176788,신길6동,130,2,7,0.02,0.05,HL,상권축소,113,51,8,-1,2954616,1217897000,1127480000,338492000,121,326160022,2382205,2848397,909356,694663,871622,878692,791743,1084528,930.0,512.0,0.0,138.0,347.0,388.0,317.0,252.0,123,19493,1119068.0,14167.0,2737.0,0.1931954542246065,0.2373120632455707,0.3713559680948683,0.3913319686595609,신길제6동,6.0,1.0,4.0,5230602,72232129,2475641,2754963,1442.0,0.046
20242,11560690,신길7동,1968974529,신길7동,75,3,2,0.04,0.03,LL,다이나믹,100,50,-5,-2,3616070,491512000,232379000,149188000,64,580827492,1811329,2122221,750259,529478,650642,659373,571842,771956,1285.0,588.0,0.0,215.0,359.0,423.0,539.0,337.0,78,19779,1119069.0,13997.0,1609.0,0.1149532042580553,0.2466957205115381,0.4129456312066871,0.3403586482817746,신길제7동,3.0,1.0,2.0,3933550,26252993,1930379,2003171,1873.0,0.04
20242,11560700,대림1동,6052877315,대림1동,153,6,6,0.04,0.04,HL,상권축소,114,48,9,-4,2582442,695981000,2077474000,54844000,96,262808629,2063159,2308796,399711,501767,669176,724133,842263,1234903,374.0,656.0,0.0,346.0,246.0,228.0,163.0,47.0,81,13711,1119070.0,16906.0,3413.0,0.2018809889979888,0.2332308056311368,0.3843605820418786,0.3824086123269845,대림제1동,4.0,1.0,4.0,4371955,39561289,1570654,2801299,1030.0,0.026
20242,11560710,대림2동,11661446704,대림2동,306,13,21,0.04,0.07,LL,다이나믹,90,43,-15,-9,2686240,1745468000,433394000,18680000,124,170194855,2453563,2539020,323014,535657,868632,914323,1064195,1286764,1461.0,1405.0,0.0,532.0,685.0,636.0,443.0,570.0,86,11730,1119071.0,24237.0,5899.0,0.2433882081115649,0.2196641498535297,0.4127986136898131,0.3675372364566572,대림제2동,7.0,1.0,6.0,4992583,38109302,1727303,3265282,2866.0,0.023
20242,11560720,대림3동,13693329433,대림3동,238,4,4,0.02,0.02,HL,상권축소,111,46,6,-6,2907933,1776893000,1674731000,116570000,250,173627070,3358691,3497431,568196,858072,1208929,1183762,1282169,1754995,2834.0,1510.0,0.0,416.0,910.0,1139.0,1044.0,835.0,126,21488,1119072.0,28531.0,4465.0,0.1564964424660895,0.2480459850688724,0.3852651501875153,0.3666888647436122,,0.0,0.0,0.0,6856122,57534997,2635197,4220926,4344.0,0.0
20242,11590510,노량진1동,11440112487,노량진1동,283,14,19,0.05,0.07,HH,정체,122,64,17,12,3583099,2370606000,449848000,918151000,164,439684906,3247425,3046212,655424,1808657,1220460,811379,732092,1065624,1489.0,1177.0,0.0,345.0,641.0,679.0,637.0,364.0,180,32005,1120072.0,32175.0,6432.0,0.1999067599067599,0.3518259518259518,0.3172338772338772,0.3309401709401709,노량진제1동,5.0,0.6666666666666666,-1.0,6293637,40424425,3684541,2609095,2666.0,0.018
20242,11590520,노량진2동,15401127482,노량진2동,177,8,11,0.05,0.06,HH,정체,161,73,56,21,2420761,1335893000,404206000,334644000,129,450906395,1598500,1595691,314138,684599,577916,433934,454662,728941,1642.0,1512.0,0.0,505.0,931.0,765.0,647.0,306.0,72,10181,1120052.0,13727.0,3859.0,0.2811247905587528,0.3001384133459605,0.3242514751948714,0.375610111459168,노량진제2동,9.0,0.9,-1.0,3194191,87012019,1576653,1617537,3154.0,0.051
20242,11590530,상도1동,13218109560,상도1동,289,10,7,0.03,0.02,LH,상권확장,97,54,-8,2,3875896,2667900000,920945000,480179000,515,306390343,3785531,4197472,1253228,2265299,1014891,995942,945770,1507873,1282.0,945.0,0.0,354.0,543.0,540.0,492.0,298.0,201,44464,1120053.0,44548.0,9880.0,0.221783245039059,0.3526982131633294,0.3276914788542695,0.319610307982401,상도제1동,7.0,1.0,2.0,7983003,45737403,4533418,3449585,2227.0,0.024
20242,11590540,상도2동,4682653506,상도2동,142,3,11,0.02,0.08,HH,정체,105,58,0,6,3826699,1017053000,948611000,423825000,258,372760606,2232664,2666430,931707,736372,747786,795770,652840,1034619,415.0,390.0,0.0,85.0,199.0,217.0,208.0,96.0,154,27084,1120054.0,22428.0,3711.0,0.1654628143392188,0.2923131799536294,0.3635634028892456,0.344123417157125,상도제2동,7.0,1.0,7.0,4899094,32976433,2415865,2483229,805.0,0.049
20242,11590550,상도3동,6479167252,상도3동,123,6,3,0.05,0.02,HL,상권축소,110,51,5,-1,2575897,1010805000,447326000,81314000,548,189244163,2115849,2533061,673530,737099,791344,692697,631092,1123147,392.0,260.0,0.0,24.0,130.0,195.0,158.0,145.0,113,23844,1120055.0,21230.0,4436.0,0.2089495996231747,0.2844559585492228,0.3624587847385775,0.3530852567121997,상도제3동,8.0,1.0,2.0,4648910,52676156,2201973,2446936,652.0,0.065
20242,11590560,상도4동,5141815809,상도4동,106,5,7,0.05,0.07,HH,정체,106,53,1,1,2563258,726811000,209190000,110979000,636,174505848,2384537,2906203,916972,712260,883593,817715,725448,1234752,424.0,286.0,0.0,83.0,171.0,186.0,177.0,93.0,112,27609,1120056.0,24875.0,4700.0,0.1889447236180904,0.2820502512562814,0.3667537688442211,0.3511959798994974,상도제4동,7.0,1.0,2.0,5290740,48507696,2512825,2777915,710.0,0.066
20242,11590605,흑석동,13185015927,흑석동,266,10,7,0.04,0.03,LH,상권확장,102,55,-3,3,4224946,2342873000,4910573000,282432000,253,684405949,2885262,3408426,1086812,1688024,790922,841027,767258,1119646,46.0,30.0,0.0,0.0,20.0,26.0,20.0,10.0,195,29907,1120071.0,32373.0,5492.0,0.1696475457943347,0.3642541624193,0.3174250146727211,0.3183208229079788,흑석동,13.0,0.9166666666666666,1.0,6293688,49567729,3565758,2727931,76.0,0.049
20242,11590620,사당1동,25523746303,사당1동,320,18,11,0.06,0.03,LL,다이나믹,96,50,-9,-2,2855173,4061253000,1609988000,152327000,396,219552192,3187322,3511133,652859,1402587,1360169,1021243,872037,1389561,1557.0,1346.0,0.0,475.0,738.0,797.0,528.0,365.0,126,22415,1120063.0,21909.0,7124.0,0.3251631749509334,0.3496736500981331,0.3093249349582363,0.3410014149436304,사당제1동,7.0,1.0,2.0,6698455,79761707,3415615,3282841,2903.0,0.022
20242,11590630,사당2동,26329350160,사당2동,298,10,15,0.03,0.05,LL,다이나믹,98,52,-7,0,3884988,3033169000,1234035000,288049000,209,411815224,3482419,4186630,1318507,1003012,1188566,1213374,1125415,1820177,771.0,637.0,0.0,219.0,421.0,389.0,261.0,118.0,179,27151,1120073.0,28197.0,3911.0,0.1387026988686739,0.2489626556016597,0.3561371777139412,0.394900166684399,사당제2동,7.0,1.0,2.0,7669049,88353524,3510085,4158966,1408.0,0.023
20242,11590640,사당3동,4553632068,사당3동,104,0,4,0.0,0.04,HH,정체,105,52,0,0,3890035,924666000,315617000,214756000,306,310164712,2434240,2820603,908754,672601,840230,808964,728510,1295784,562.0,392.0,0.0,110.0,214.0,264.0,224.0,142.0,88,23686,1120065.0,21042.0,2791.0,0.1326394829388841,0.2704115578367075,0.3468776732249786,0.3827107689383138,사당제3동,6.0,0.8571428571428571,-1.0,5254843,43784923,2421585,2833258,954.0,0.058
20242,11590650,사당4동,2048161502,사당4동,67,6,7,0.09,0.1,HL,상권축소,107,49,2,-3,2844168,389574000,246499000,98248000,288,225349572,1886123,2191282,542566,661534,723982,625146,554660,969518,419.0,374.0,0.0,70.0,118.0,180.0,148.0,277.0,62,13771,1120066.0,13757.0,3165.0,0.2300646943374282,0.271425456131424,0.3367013156938286,0.3918732281747474,사당제4동,10.0,1.0,2.0,4077405,30569574,1928082,2149324,793.0,0.149
20242,11590651,사당5동,843790982,사당5동,46,3,0,0.07,0.0,HL,상권축소,109,50,4,-2,3047661,340015000,25919000,111359000,152,236865044,1561412,1787341,587829,463104,571393,542338,439123,744967,702.0,579.0,0.0,146.0,324.0,393.0,314.0,104.0,61,14118,1120067.0,11527.0,2199.0,0.1907694977010497,0.2758740348746421,0.375466296521211,0.3486596686041467,사당제5동,3.0,0.75,-1.0,3348753,18343282,1622326,1726428,1281.0,0.065
20242,11590660,대방동,11173826706,대방동,179,5,5,0.03,0.03,HH,정체,110,55,5,3,3524765,1579378000,900495000,725563000,400,298699197,3561706,3986499,1274043,1329062,1209133,1233059,1102953,1399956,4405.0,2191.0,0.0,1090.0,1797.0,1560.0,1479.0,670.0,199,35620,1120068.0,32545.0,6595.0,0.2026424950069135,0.2732524197265324,0.3980642187740052,0.3286833614994622,대방동,7.0,0.8571428571428571,0.0,7548205,62423612,3812238,3735968,6596.0,0.039
20242,11590670,신대방1동,4267924843,신대방1동,112,7,7,0.06,0.06,HL,상권축소,111,51,6,-1,3845094,629018000,201298000,134665000,137,364550843,1717976,2011101,481077,558715,643548,613036,593474,839227,1965.0,1132.0,0.0,590.0,993.0,725.0,496.0,293.0,83,23282,1120069.0,23672.0,3370.0,0.1423622845555931,0.2330179114565731,0.4144136532612369,0.3525684352821899,신대방제1동,12.0,1.0,5.0,3729077,38106471,1683340,2045737,3097.0,0.107
20242,11590680,신대방2동,15931454150,신대방2동,251,10,17,0.04,0.07,LH,상권확장,96,52,-9,0,3340157,2239294000,4097621000,165495000,201,251765063,2329380,2730473,765787,834261,883973,865915,680216,1029702,6910.0,3937.0,14.0,1979.0,2262.0,2031.0,2543.0,2018.0,109,22684,1120070.0,17279.0,3608.0,0.2088083801145899,0.2651195092308582,0.3957404942415649,0.3391399965275768,신대방제2동,10.0,1.0,3.0,5059853,63471928,2484021,2575833,10847.0,0.04
20242,11620525,보라매동,7443127501,보라매동,217,17,13,0.08,0.06,LL,다이나믹,96,49,-9,-3,2529995,965655000,427463000,10755329000,373,172943925,1643726,1736745,372168,647847,669003,534667,456115,700672,4593.0,4319.0,0.0,1090.0,2068.0,2150.0,2290.0,1314.0,83,23092,1121052.0,24833.0,6380.0,0.2569162002174526,0.3075745983167559,0.3224741271694922,0.3699512745137518,보라매동,3.0,1.0,0.0,3380471,34300126,1689018,1691454,8912.0,0.014
20242,11620545,청림동,521399478,청림동,69,2,7,0.03,0.1,LL,다이나믹,94,49,-11,-3,3682775,135645000,70914000,140125000,86,385697578,1481350,1720401,573021,373982,501767,546204,444840,761938,126.0,94.0,0.0,32.0,73.0,73.0,33.0,9.0,50,14726,1121054.0,13429.0,1687.0,0.1256236503090327,0.2568322287586566,0.3961575694392732,0.3470102018020701,청림동,4.0,1.0,1.0,3201751,7556514,1448770,1752982,220.0,0.058
20242,11620565,성현동,638512583,성현동,73,6,5,0.08,0.07,LL,다이나믹,92,49,-13,-3,3455108,178496000,142060000,312080000,231,298426271,1961569,2252181,734332,529744,619913,720873,627921,980968,452.0,747.0,1.0,174.0,211.0,274.0,365.0,174.0,104,28222,1121079.0,28545.0,4076.0,0.1427920826764757,0.2132422490803993,0.4002802592397968,0.3864774916798038,성현동,5.0,1.0,1.0,4213750,8746747,1883989,2329762,1199.0,0.068
20242,11620575,행운동,7718532649,행운동,221,16,10,0.07,0.05,LL,다이나믹,98,51,-7,-1,2889475,1538128000,1332730000,296493000,275,191099630,3421572,3750178,824931,1769837,1512280,963457,811293,1289951,1109.0,866.0,0.0,291.0,488.0,466.0,453.0,277.0,111,28758,1121057.0,26876.0,10466.0,0.3894180681649055,0.3974177705015627,0.3004539365977079,0.3021282929007293,행운동,6.0,0.8333333333333334,0.0,7171750,34925487,4107048,3064701,1975.0,0.027
20242,11620585,낙성대동,25827617199,낙성대동,443,28,17,0.06,0.04,LL,다이나믹,79,51,-26,-1,3225725,4779194000,1654195000,123693000,160,208911225,3019029,3165826,687118,2084337,1241495,742351,604314,825240,2394.0,1941.0,0.0,707.0,1489.0,929.0,669.0,541.0,148,17211,1121058.0,19776.0,8151.0,0.4121662621359223,0.5567354368932039,0.2442860032362459,0.1989785598705501,낙성대동,3.0,1.0,1.0,6184855,58301618,4012950,2171905,4335.0,0.007
20242,11620595,청룡동,13058729516,청룡동,339,19,19,0.06,0.06,LL,다이나믹,95,49,-10,-3,2768161,2232478000,1913990000,462264000,284,236901122,5144332,5534218,1023156,3175497,2179700,1334948,1205275,1759973,1885.0,1538.0,0.0,555.0,986.0,828.0,789.0,265.0,147,35627,1121080.0,29526.0,13352.0,0.452211610106347,0.4293842714895347,0.2839192576034681,0.2866964709069972,청룡동,12.0,1.0,1.0,10678550,38521326,6378353,4300196,3423.0,0.035
20242,11620605,은천동,10747560506,은천동,272,11,9,0.04,0.03,LL,다이나믹,98,48,-7,-4,3063077,1794380000,529718000,244906000,419,194533013,4019189,4442428,1185314,1391204,1492809,1345504,1163605,1883182,405.0,438.0,0.0,113.0,160.0,177.0,233.0,160.0,123,32359,1121078.0,30714.0,6287.0,0.2046949273946734,0.2799700462329882,0.3666080614703392,0.3534218922966725,은천동,3.0,0.75,-1.0,8461617,39513090,4069327,4392291,843.0,0.011
20242,11620615,중앙동,9677510714,중앙동,163,6,9,0.04,0.06,LL,다이나믹,103,48,-2,-4,2633493,1369994000,1440529000,450890000,165,187439002,2592967,2898942,512458,1442493,1137281,745938,653065,1000673,462.0,551.0,0.0,104.0,178.0,235.0,302.0,194.0,83,15126,1121061.0,13925.0,5302.0,0.380754039497307,0.3790305206463196,0.2945062836624775,0.3264631956912028,중앙동,2.0,1.0,0.0,5491909,59371231,3092232,2399676,1013.0,0.012
20242,11620625,인헌동,6203899395,인헌동,162,6,6,0.04,0.04,LL,다이나믹,103,52,-2,0,2783693,1196993000,656784000,117960000,558,167112659,2872166,3278473,751309,1418894,1244844,871059,747130,1117404,532.0,377.0,0.0,187.0,277.0,240.0,135.0,70.0,105,25385,1121062.0,24722.0,7831.0,0.3167623978642505,0.3628751719116576,0.3259445028719359,0.3111803252164064,인헌동,9.0,1.0,0.0,6150639,38295675,3415047,2735593,909.0,0.056
20242,11620630,남현동,8257639286,남현동,155,6,5,0.04,0.03,LH,상권확장,94,53,-11,1,3234026,2073135000,494561000,117250000,300,279230984,2138708,2297759,610974,804366,802239,625339,598670,994879,2290.0,1147.0,0.0,575.0,866.0,934.0,679.0,383.0,70,17668,1121063.0,17344.0,4806.0,0.2770987084870848,0.3598939114391143,0.2993542435424354,0.3407518450184502,남현동,1.0,1.0,0.0,4436467,53275092,2217579,2218888,3437.0,0.006
20242,11620645,서원동,18948658377,서원동,264,11,18,0.04,0.07,LH,상권확장,88,54,-17,2,2412001,4021919000,3192513000,194583000,400,141892270,2824859,2750569,460577,1500394,1217375,748328,643477,1005276,698.0,1028.0,0.0,315.0,377.0,319.0,391.0,324.0,94,22908,1121064.0,22500.0,8799.0,0.3910666666666667,0.3845333333333333,0.302,0.3134666666666666,서원동,5.0,1.0,0.0,5575428,71775221,3178346,2397081,1726.0,0.019
20242,11620655,신원동,5329267627,신원동,150,10,13,0.07,0.09,HL,상권축소,106,47,1,-5,2403237,601418000,118036000,16129000,213,127885490,3044082,3065982,535153,1544801,1287488,834877,753747,1153998,275.0,157.0,0.0,8.0,100.0,129.0,124.0,71.0,54,17484,1121065.0,17862.0,5918.0,0.3313178815362221,0.3194491098421229,0.3408352928003583,0.3397155973575188,신원동,7.0,1.0,2.0,6110064,35528450,3367442,2742622,432.0,0.047
20242,11620665,서림동,2911051277,서림동,123,5,5,0.04,0.04,LL,다이나믹,98,50,-7,-2,2530625,554406000,92708000,498430000,249,150101841,2754559,2341797,479077,1393338,1025106,720484,586118,892234,651.0,496.0,0.0,162.0,208.0,290.0,249.0,238.0,74,23319,1121066.0,23459.0,9341.0,0.3981840658169572,0.3837333219659832,0.3059380195234238,0.3103286585105929,서림동,3.0,1.0,0.0,5096356,23667083,2897521,2198836,1147.0,0.024
20242,11620685,신사동(관악),4863648368,신사동,203,13,14,0.06,0.07,LL,다이나믹,98,47,-7,-5,2430662,772722000,577674000,76718000,212,179861474,3611757,3833876,582565,1838962,1473932,984026,1006100,1560049,2125.0,914.0,0.0,493.0,903.0,913.0,537.0,193.0,79,21969,1121068.0,24586.0,8702.0,0.3539412673879443,0.3124135686976328,0.3674448873342553,0.3201415439681119,신사동,2.0,1.0,1.0,7445633,23958858,3895459,3550175,3039.0,0.01
20242,11620695,신림동,19233895041,신림동,339,22,15,0.06,0.04,LL,다이나믹,92,48,-13,-4,2434279,2962667000,1848887000,50187000,170,149769580,5174124,4811999,498231,3532825,2453382,1289602,956376,1255707,725.0,477.0,0.0,58.0,167.0,305.0,287.0,385.0,168,22622,1121069.0,19676.0,12732.0,0.6470827403943891,0.5169241715795894,0.2762248424476519,0.2068509859727587,신림동,2.0,1.0,1.0,9986123,56737153,6484438,3501685,1202.0,0.006
20242,11620715,난향동,775886067,난향동,33,3,2,0.09,0.06,LL,다이나믹,89,47,-16,-5,3262195,147076000,39911000,88774000,119,265144367,647735,749975,271089,128600,171887,245402,233784,346950,158.0,167.0,0.0,35.0,73.0,93.0,72.0,52.0,68,14726,1121071.0,13264.0,1781.0,0.134273220747889,0.2178075995174909,0.4286791314837153,0.3535132689987937,난향동,1.0,1.0,0.0,1397710,23511699,571576,826136,325.0,0.03
20242,11620725,조원동,12643954022,조원동,238,12,11,0.05,0.05,HL,상권축소,107,45,2,-7,2523192,1982699000,1275901000,53790000,180,180171868,3616027,3518740,425261,1461010,1723951,1229306,1042247,1252994,1609.0,962.0,0.0,494.0,638.0,630.0,551.0,258.0,96,19598,1121072.0,19255.0,6658.0,0.3457803168008309,0.3000259672812256,0.3408984679304077,0.3590755647883666,조원동,8.0,0.8888888888888888,-1.0,7134767,53125857,3610222,3524547,2571.0,0.034
20242,11620735,대학동,9915398613,대학동,294,14,20,0.05,0.07,LL,다이나믹,96,46,-9,-6,2622408,2451802000,834308000,237140000,114,190916533,3708044,2692325,562173,2066913,1243917,887191,722834,917342,336.0,60.0,0.0,40.0,105.0,122.0,105.0,24.0,283,24237,1121073.0,23223.0,11438.0,0.4925289583602463,0.3932308487275546,0.3271325840761314,0.279636567196314,대학동,15.0,1.0,2.0,6400369,33725845,3873003,2527367,396.0,0.051
20242,11620745,삼성동,1180370182,삼성동,71,2,3,0.03,0.04,HH,정체,129,59,24,7,2593695,228374000,216708000,27271000,129,217897987,3653456,3592659,722334,1428629,1095998,995716,1052973,1950465,410.0,303.0,0.0,57.0,137.0,210.0,208.0,101.0,94,19970,1121082.0,23367.0,3948.0,0.1689562203106945,0.2181281294132751,0.3577267086061539,0.4241451619805709,삼성동,3.0,1.0,0.0,7246115,16624932,3246961,3999154,713.0,0.042
20242,11620765,미성동,4006759613,미성동,151,13,15,0.09,0.1,HL,상권축소,109,51,4,-1,2676537,863788000,748127000,253051000,430,181369844,2338573,2715084,800011,736647,788998,767692,774744,1185562,1432.0,959.0,0.0,193.0,418.0,589.0,648.0,543.0,126,29526,1121083.0,28935.0,4769.0,0.1648176948332469,0.2543977881458441,0.3599447036461033,0.3856575082080525,미성동,5.0,1.0,1.0,5053657,26534831,2325656,2727998,2391.0,0.033
20242,11620775,난곡동,2045204646,난곡동,73,2,1,0.03,0.01,HH,정체,106,54,1,2,2268676,424271000,724218000,138681000,495,136234258,2690272,3052053,916093,737375,840546,879851,880459,1488000,489.0,358.0,0.0,45.0,187.0,211.0,290.0,114.0,95,25257,1121081.0,26140.0,5075.0,0.1941469013006886,0.2521805661820964,0.3674445294567712,0.3803749043611323,난곡동,1.0,1.0,0.0,5742325,28016502,2494014,3248310,847.0,0.014
20242,11650510,서초1동,23373015381,서초1동,345,17,10,0.05,0.03,HH,정체,117,55,12,3,4769119,2495286000,2982177000,1006872000,231,517775264,3825322,4044701,1172174,1142356,1441021,1558953,1142528,1412991,23337.0,18384.0,2.0,8767.0,10822.0,9223.0,10183.0,2724.0,194,20154,1122051.0,19872.0,3736.0,0.1880032206119162,0.2764694041867955,0.3899959742351047,0.3335346215780998,서초1동,2.0,1.0,2.0,7870023,67747870,3755551,4114472,41721.0,0.006
20242,11650520,서초2동,41474728113,서초2동,487,18,10,0.04,0.02,LL,다이나믹,93,48,-12,-4,5196131,3977705000,5821042000,1345104000,92,728752470,3528392,3558534,824930,1185346,1679865,1522019,963573,911192,37468.0,18932.0,86.0,11821.0,18627.0,14132.0,8646.0,3088.0,217,24636,1122052.0,20682.0,4584.0,0.2216420075427908,0.2403539309544531,0.4660090900299777,0.293636979015569,서초2동,6.0,1.0,0.0,7086926,85163712,3690141,3396784,56400.0,0.012
20242,11650530,서초3동,71921491160,서초3동,783,34,29,0.04,0.04,HH,정체,110,54,5,2,4678950,7262001000,3882252000,882753000,449,592793964,6094091,5892423,1576577,1884143,2404466,2349245,1862162,1909921,33079.0,22626.0,10.0,9598.0,16715.0,14298.0,10172.0,4912.0,332,31862,1122053.0,31278.0,5341.0,0.1707589999360572,0.2473943346761302,0.378285056589296,0.3743206087345738,서초3동,5.0,1.0,2.0,11986514,91853756,5865186,6121328,55705.0,0.006
20242,11650531,서초4동,37185991606,서초4동,378,14,15,0.04,0.04,HH,정체,109,53,4,1,6475383,5801032000,18480946000,1418742000,102,1515744780,3119601,3316126,1048126,1231415,1212005,1260357,820445,863380,18482.0,13832.0,106.0,6315.0,9902.0,8120.0,5716.0,2155.0,257,30281,1122054.0,24384.0,1734.0,0.0711122047244094,0.1862286745406824,0.4538221784776903,0.3599491469816273,서초4동,2.0,1.0,0.0,6435727,98375639,3491546,2944182,32314.0,0.005
20242,11650540,잠원동,21410833466,잠원동,282,10,9,0.04,0.03,HL,상권축소,105,50,0,-2,5458458,1864682000,4243928000,688074000,157,1005807544,3032286,3178235,1019462,897487,1134795,1310425,911430,936921,6577.0,4767.0,0.0,2364.0,3351.0,2810.0,1755.0,1064.0,135,26800,1122055.0,26739.0,3774.0,0.1411421519129361,0.2448109502973185,0.4590298814465761,0.2961591682561053,잠원동,3.0,1.0,1.0,6210521,75924941,3051744,3158776,11344.0,0.011
20242,11650550,반포본동,144694290,반포본동,26,1,0,0.04,0.0,HH,정체,157,72,52,20,5583021,85246000,4861000,314163000,101,2672553922,197663,184506,75643,44513,55756,75968,61758,68531,3302.0,2766.0,12.0,1002.0,2001.0,1732.0,1039.0,282.0,33,117,1122056.0,8782.0,694.0,0.0790252789797312,0.1651104531997267,0.5031883397859258,0.3317012070143475,,0.0,0.0,0.0,382169,5565165,175912,206257,6068.0,0.0
20242,11650560,반포1동,11300995604,반포1동,213,12,10,0.06,0.05,LL,다이나믹,98,46,-7,-6,5338302,1319866000,3802796000,441114000,269,783794215,3291036,3404458,1041034,1077722,1426568,1400017,844690,905463,4809.0,2969.0,0.0,1415.0,2610.0,1960.0,1182.0,611.0,140,33740,1122057.0,30061.0,5716.0,0.19014670170653,0.2402115698080569,0.4727720302052493,0.2870163999866937,,0.0,0.0,0.0,6695494,53056317,3545324,3150170,7778.0,0.0
20242,11650570,반포2동,1476631492,반포2동,43,4,0,0.09,0.0,LH,상권확장,86,60,-19,8,6812331,536023000,242051000,330619000,52,2447858537,730833,892843,459328,163439,201180,318798,222769,258163,1418.0,962.0,4.0,400.0,739.0,618.0,399.0,220.0,74,23322,1122058.0,15445.0,991.0,0.0641631595985755,0.1681450307542894,0.5070896730333442,0.3247652962123664,,0.0,0.0,0.0,1623676,34340267,823947,799730,2380.0,0.0
20242,11650580,반포3동,8940673812,반포3동,115,4,3,0.03,0.03,HH,정체,114,62,9,10,6140775,1137554000,790198000,944529000,68,1852605615,1591059,1917506,841144,378051,432171,682605,551028,623566,1395.0,1106.0,1.0,398.0,637.0,553.0,502.0,410.0,109,23761,1122059.0,18107.0,1446.0,0.0798586182139504,0.1857845032307947,0.4715855746396421,0.3426299221295631,,0.0,0.0,0.0,3508565,77744989,1651366,1857199,2501.0,0.0
20242,11650581,반포4동,25802490648,반포4동,432,3,19,0.01,0.04,HH,정체,134,63,29,11,5280483,6434244000,11583166000,2512198000,355,790172163,2592770,2973583,1532358,466001,695920,1146373,766117,959583,56313.0,7456.0,13.0,6374.0,13553.0,17207.0,23722.0,2900.0,130,18474,1122060.0,20866.0,1794.0,0.0859771877695773,0.1812038723281894,0.4443113198504744,0.3744848078213361,,0.0,0.0,0.0,5566353,59727987,2694279,2872073,63769.0,0.0
20242,11650590,방배본동,10501490482,방배본동,188,8,4,0.04,0.02,HL,상권축소,115,50,10,-2,4856162,1210179000,807140000,451849000,288,740666457,1933426,2366054,896265,437257,544459,860892,666638,893967,9303.0,7498.0,36.0,3151.0,4342.0,4477.0,3005.0,1790.0,103,20401,1122061.0,16808.0,1650.0,0.0981675392670157,0.2253688719657306,0.4366373155640171,0.3379938124702523,방배본동,1.0,1.0,0.0,4299480,55858991,1877981,2421497,16801.0,0.005
20242,11650600,방배1동,11604894506,방배1동,198,5,7,0.03,0.04,LH,상권확장,104,52,-1,0,4069239,1542586000,1504557000,402147000,355,432020432,2052812,2406966,776215,625689,807874,794892,609167,845941,11559.0,5855.0,41.0,3449.0,5375.0,4250.0,3161.0,1138.0,102,16479,1122062.0,15988.0,2720.0,0.1701275956967725,0.2546284713535151,0.3730923192394296,0.3722792094070553,방배1동,3.0,1.0,2.0,4459778,58610578,2209778,2250000,17414.0,0.015
