feature,SPC1,SPC2
음식_지출_총금액_log,0.7930880378342136,-0.30404349586236046
폐업_률_log,-0.24887814051579984,0.2735239701403911
20_30_인구비_log,0.1414206532639667,0.7993561262425597
상권_변화_지표_HL,-0.4498380021916154,-0.17619531616348313
상권_변화_지표_LH,0.056545017913936936,0.005925502756263422
상권_변화_지표_LL,0.28899769373030504,0.40335105404604293
